,username,content
2070,louverose201,💡Did you know💡\n\nThe strong drive towards faciliting global Central Bank Digital Currencies (CBDC'S) by @CypheriumChain lead it to be listed as preferred start-up on @SocieteGenerale start up flow.\n\n#cypherium $cph #startup #blockchainproject #CBDCs https://t.co/fJbb13vAh6
2071,auvergnat_paris,"#DarkKitchen : #Taster, la plateforme digitale de livraison de repas, lève 600.000 € auprès de 568 investisseurs particuliers.\n\nFondée en 2017, cette start-up française s'est rapidement déployée à travers la France et l'Europe 🌍\n\n🍔 https://t.co/zf8lP2IE9z https://t.co/o7TM2k1iO5"
2072,LeLoarne,'#Pitch : Quels critères doivent-ils remplir pour que votre idée de #business  soit acceptée?\n\nLe second article issus de notre recherche menée avec @parmentierguy sur les pitchs durant les start-up weekends publiée dans journal of…https://t.co/T7X3DRaxB0 https://t.co/YvpHGQ0hNE'
2073,ToriaUnhidden,'Female Start-up of the Year 20201 semi-finalist voting! Votes close TODAY at 5pm! Please help take adaptive fashion mainstream by voting for \u2066@UnhiddenFashion\u2069 today using this link! #AdaptiveFashion #FemaleFounder #StartUpAward https://t.co/NAhq6x6YVH'
2074,kkhidr,'We are excited to announce that we have acquired https://t.co/6J3851uab3
2075,FoodTechMatters,'Japanese plant-based start-up Next Meats to launch alternative pork
2076,ProductLamp,'We are happy to announce that @kayko_rw has been selected for the product boost program. @kayko_rw
2077,TorfaenBiz,'If you’re a business owner looking to grow
2078,hanx_official,"It's the final countdown! 🚨 Our Co-Founders @ESWelsh &amp; @FarahKabs are semi-finalists in @e_nation's Female Start-up of the Year! 😭 Vote now to help them bring home mentoring &amp; prizes to help us boost our business. Hurry, you have until 5pm today to vote: https://t.co/WwisYmin6R https://t.co/dvs5npddcA"
2079,fs5x842y,'@EnZigZag Puis c’est quoi cette idée d’associer la magie au monde du travail ? On n’est pas dans Harry Potter. Leur vision start-up les disjonctent qu’ils en disent n’importe quoi et donnent du crédit à la gauche.'
2080,baschz7,'Op zoek naar een jonge creatieveling of start-up uit gem. Urk of NOP die een logo voor een gaaf project wil ontwikkelen. Uiteraard tegen betaling (kvk-nummer vereist). Hit me up!'
2081,PascalTour,"👉 Notre client, start-up de la tech en fort développement en France et à l'international, recherche un Data Privacy Director F/H. \n\nN'hésitez pas à postuler ou partager ! 📌\n\n#MorganPhilipsExecutiveSearch #MorganPhilipsGroup #emploi #recrutement #job  https://t.co/qR617NJ8fx"
2082,CarterPaddy,'@MaxJerneck oh right
2083,BGInverclyde,"Starting a new business in #Inverclyde? We'd be delighted to help!\xa0\n📞 Contact us for local, start-up support, expert guidance and access a range of start-up grants to get your business off to a great start 🚀\xa0\n#startup #businessgrowth\xa0#NewBusinessOwner \nhttps://t.co/Mvv2gWfnZg"
2084,JasonNysa,"'@rickwtyler The free market will figure it out as there is money to be made.  \n\n""One start-up"
2085,AerospaceGeo,'For any innovative start-up in the space sector in Ireland
2086,AmineBOUBEKEUR,'@YaelMellul @BFMTV Très chère Yael
2087,FrankJSchwab,'Juwelier Christ kooperiert mit Start-up: Wahre Liebe geht durch die Blockchain\n\nNur eines von vielen neuen denkbaren Anwendungsfelder\n\nhttps://t.co/k5WIS6KtYJ\n\n#geldvonmorgen #blockchain https://t.co/0e1OAuBw0r'
2088,eastvantage,'A flexible outsourcing partner can accommodate the fluid nature of operations in the infancy stage of a business.  Find out how a San Francisco concierge services start-up was able to grow its Philippine customer service team here:  https://t.co/IBitxHWkNK https://t.co/meBWaGSIma'
2089,Kette0301,'@tobiastiefert @st_klaene @MartGuenzel Brauchst du als Start-Up Unternehmer unterbezahlte Arbeitskräfte
2090,proptechpr,'London proptech start-up LandTech secures new funding to expand - Yahoo Finance https://t.co/i9fZF7ohqJ'
2091,Dlancefield,What does it take to be a successful entrepreneur? And what transitions do you need to master? Full interview here: https://t.co/dV5sHVlgyF. \n\nDo pick up her new book 'From Start-Up to Grown-Up: Grow Your Leadership to Grow your Business': https://t.co/YutZah0Bhb #leadership https://t.co/LT8KcAOjay
2092,his_peaches02,"@RonnyMahlokoza I'm commentimg for the second abuti, I really need this start-up capital 🥺 ... Hopefully I win 🙏, my cousin was asking me for pads just this morning but I'm a schoolgirl too, I couldn't buy for her ."
2093,Hahahayunosuke,'今日参加できなかったけど、、、\n肩書きだけで面白そうな会だ！！笑\n\nあと！\n改めて、Sophia Start-up Club(@Sophia_Startup)創設者酒井さん(@amane_168cm)が新しくランチトウキョウ運営メンバーとしてジョインしてくれました！！\nありがとうございます🙏\n\n#ランチトウキョウ https://t.co/lUDMVFXoda'
2094,Hermaniak,'Twitter investeert in Facemoji; een start-up rond avatars https://t.co/TdaRektRYz https://t.co/pISxuHNACr'
2095,UOCphd,'The #UOC invests in @chordataMocap
2096,rakeshbhojania,'@rajeshsawhney Hi
2097,rgoyalpanacea,'I am elated to share the association of our Pre-hiring Assessment Job Platform
2098,AWEXAmericas,'Une start-up liégeoise à Montréal https://t.co/WcqMGUba0z'
2099,culturegeek,'Berlin-based start-up @image_active has a mission to accelerate the transformation of the visual art experience by delivering unique digital offers to museums. MuseumNext talks to them about the sector’s digital challenges &amp; the solutions it can provide. https://t.co/Waqk2g49Tl'
2100,puls_biznesu,'Poznański start-up Warmie rozpoczął prace nad pompą i-NPWT przeznaczoną do zwiększenia efektywności leczenia ran. Na ten cel firma otrzymała 2
2101,AGlobalVenture,'The idea of mining asteroids for metals has moved from the realm of science fiction to start-up companies
2102,PositiveAction,'A Swedish start-up is building the world’s largest algae factory to create emission-reducing #seaweed feed for #cows. The company is aiming to tackle Sweden’s cattle first
2103,waysaputro,'Sekolah rasa start-up https://t.co/lueI70zffI'
2104,ayub_parvaiz,'Indian Start-up Prepares To Unveil Hybrid-Electric eVTOL Aircraft https://t.co/gC2FbDK1z6 \nMUHAMMAD FURQAN SHOAIB'
2105,handireseau,"'""Aujourd\'hui"
2106,StartUpbot4,'Complete\nStart-up\n.........\n3.2.1.\nTime out \nReformatioin'
2107,PDH_SciTechNews,'#DataScience Delphlyx: The start-up offering football bosses data analytics for dummies - City A.M. https://t.co/Lnr8NRcn3m &gt;&gt; #data #business #dataanalytics #bigdata #machinelearning #coding #java #python'
2108,DeesideDotCom,'The mum-of-two
2109,crypt0max_,'B2C services (1 &amp; 2):\n1) Launchpad - Get in the newest promising crypto start-up projects at pre-sale price. TrustSwap is the only launchpad to provide guaranteed buy-in allocations for stakers! \n2) Staking &amp; farming - Stake SWAP to earn more SWAP and/or farm launchpad tokens!'
2110,BusinessNews_tn,'Le fonds #OrangeVentures investit dans une seconde start-up tunisienne
2111,DelanoMagazine,'🌱 Luxembourg-based start-up @Greenworlder_  has chosen the KlimaExpo to present a new platform that it hopes will drive a “a paradigm shift in social media”\nhttps://t.co/jJHRi1vOWd'
2112,MetropolesDeFr,'Un nouveau supermarché en ligne pour les habitants de la Métropole de Lille 😀\nUne start-up néerlandaise lance un nouveau genre de supermarché en ligne pour les habitants de la métropole lilloise.\n@MEL_Lille #supermarché #distribution #startupbusiness https://t.co/BveRP8w48u https://t.co/CowGqryVR9'
2113,sankoshberie,'@kordeurama tell me YOUR bet some people told me to go for start-up but idk i can’t watch kim seonho cry over a woman when i’m here chz'
2114,CityAM,'Meet the start-up offering football bosses data for dummies https://t.co/pKfF36CA2C https://t.co/ANbwhA3XeH'
2115,YigitC10,'Ak parti iktidarı sona erdiğinde Virgin Adaları nüfusu patlama yapacak. https://t.co/XvaNFnqw3V'
2116,royopdam,'Scaling up met Rabobank. Ook toe aan de volgende fase van je startup
2117,LLTCNews,Are you a community group in need of funds for a project that would benefit our community?\n\nWe're accepting applications for General Grants up to £500 (£250 for start-up organisations). \n\nℹ️ https://t.co/c8xFXn41SF\n\n#LLTC #Grants #Community #Volunteers #LeightonBuzzard #Linslade https://t.co/XTpcSxXRrT
2118,ElonAnnounces,'Start-up legend Elon Musk reveals a leftfield take on stealth laptops'
2119,1stPointComms,'Are you a #StartUp❔\n\nWe have some fantastic start-up packages for you to explore. We have been there ourselves &amp; have years of experience matching the right #businesscommunications to many #business sectors.  Always happy to help!\n\n🌐 https://t.co/NtsHltUQwW\n\n#WorcestershireHour https://t.co/GpYvP3nfUn'
2120,Tunisia_Watch,'Le fonds Orange Ventures investit dans une seconde start-up tunisienne
2121,Akoumain,'Aïta Magassa est la fondatrice de “Nawali” : une start-up qui accompagne des clients
2122,artesianvc,New automotive start-up brand @SavicMCs is set to become Australia's first high-performance and zero-emissions electric motorcycle manufacturer https://t.co/YXudfyUXz6?
2123,themarketingeye,'London payments start-up GoCardless has tapped up JPMorgan to lead a fund-raising process that will likely see the firm reach unicorn status.\n\nhttps://t.co/AEefFCnyeO\n\n#InTheNews #UKFintech https://t.co/8kXdJak0BJ'
2124,markstruczewski,'Robert Towle is a business consultant with experience ranging from small start-up businesses to multi-national organizations. He focuses on providing practical advice to entrepreneurs. #Entrepreneurship https://t.co/Oc7soORbpF https://t.co/xP5ztfGQK7'
2125,RDSConsultants,"Need help managing your business's finances?\nThis week's RDS Recommends is all about finding ways to finance your start-up; for more information, click the link to an article below:\nhttps://t.co/7FWIK2b8G6 \n\n#rdsconsultants #business #management #finance #education https://t.co/OelfwAqWCB"
2126,shindet830,'Another amazing milestone from our Gulf of Mexico business
2127,eurojournalENG,'Robotics start-up Ishitva raises over $1 mn in Pre-Series A led by Inflection Point\xa0Ventures https://t.co/TQog19tVll'
2128,ToyosiGodwin,'If you know a Nigerian tech start-up or company that provides learning aids (apps
2129,NirSSB,"@Sirjonssb Thing is, the blue line is there immediately after the opponent gets launched and spawns alongside the red smoke, so it's possible the blue line could be helpful by a few frames for long start-up Throws because they give you time to look for that line. but I truly dk right now"
2130,fh_muenster,'Dr. Sven Köppel vom Berliner Start-up „anabrid“ hält am 13. Oktober am Fachbereich Elektrotechnik und Informatik einen Vortrag über das Zukunftspotenzial elektrischer Analogrechner. https://t.co/LYMxOgFEBS (cs) #FHMünster'
2131,VIPressnet,'Archos annonce la création d’une start-up médicale pour moderniser la\xa0dermatologie https://t.co/HjIe1LtOWO'
2132,AspecB,'@YuugenOW Steam always gotta do that update on start-up.'
2133,TheDailyPioneer,'Bollywood actress Alia Bhatt has invested in Phool .co
2134,RaphalFischer1,C'est absolument lunaire. Le pire de la start-up nation. https://t.co/wLN7ialy7o
2135,BezouhMalik,'Le CO2 est un fléau pour le climat.\nLa jeune start-up française CARBONEO travaille à dissocier l’oxygène du CO2 à des fins de recyclage du CO (monoxyde de carbone).\nSoutenons la recherche et l’innovation technologique !\n« L’amour et l’intelligence nous sauveront »\n(Mohamed Iqbal) https://t.co/VOsMhs1BNt'
2136,Jadranski_hr,'Hrvatski start-up našao rješenje za provjeru autentičnosti dokumenata https://t.co/ThY0cDwukn'
2137,babnet_Tunisie,'Le fonds Orange Ventures investit dans une seconde start-up tunisienne
2138,OptimistCitizen,'Alappuzha- based tech Start-Up ‘All About Innovation’ has launched Wolf Airmask – a device that instantly sterilizes the air inside any closed space.\n\nRead :\nhttps://t.co/nRpm9TkvwG'
2139,Telegraph,'🇷🇺Russia is facing accusations of withholding gas from Europe for political gain
2140,bgateway,'#SCOTBIZ2021 Programme Announcement! 🎉\n\nGet inspiration &amp; advice from the likes of Josh Littlejohn
2141,sekarawww,'yaamponn baru nonton start-up udah tim pak han ajaa padahal udah tau akhirnya kayak apaa:('
2142,thibault_am,'«\xa0Si on veut construire la France de 2030
2143,Nobline_Tech,'Starting a business in the present age without launching a website can be suicidal for your business. \n\nOnline presence plays a significant role in the success and survival of a start-up business and to increase the chances of your success. https://t.co/HyZsHMLdzK'
2144,ttafrika,'84% of the funding raised by start-up in Africa this year so far has gone to male single founders and all-male founding teams.\n\nWe need to support the WIT community more or ? https://t.co/RcKPyV0wX9'
2145,xenothera,2⃣ #XENOTHERA gagne le Prix de la Start-Up de l’Année d'@EYFrance pour la région Ouest ➡️ https://t.co/347lMr8pJJ
2146,LePoint,'« France 2030 » : Emmanuel Macron veut réconcilier industrie et start-up https://t.co/Qd1NTZRjKP'
2147,takamori_tech,'解説動画\n\nIntelligent Cluster Aware Shutdown and Start-up Workflows | vSAN 7 Update 3\nhttps://t.co/JeG1R4q8Wa'
2148,indiaedudiary,'Technical University of Munich: Award for TUM start-up\xa0socialbee https://t.co/ho05TZdzdy'
2149,JEntreprises,'Concepteur de solutions d’éclairages LED intelligentes pour la #culture sous serre
2150,FutureheadsJobs,Senior/ Lead Product Designer  \nhttps://t.co/yJnfhyI313 \nI’m working with a super interesting start-up with a positive impact who are looking to make their first two in-house product design hires to work end-to-end on their SaaS style web product.\nThey're on a mission to ch...
2151,FutureheadsJobs,Product Designer  \nhttps://t.co/CbEbKikdXW \nI’m working with a super interesting start-up with a positive impact who are looking to make their first two in-house product design hires to work end-to-end on their SaaS style web product.\nThey're on a mission to change the way ...
2152,fistfuIIy,"@TECHN0KING It's fun, in a gruesome, exhilarating way. Being in the octagon is not for the faint-hearted, that's for sure. Indeed, it's always interesting to meet people with different backgrounds. So do you own a start-up?"
2153,ghost_fried,"'When you write ""blue chip"""
2154,BusinessComms83,'Basingstoke start-up proposes tunnel-spraying bots https://t.co/1Dz599UlHG'
2155,_mac2005_,Hey everyone. I'd be needing the support from everyone to grow this start up called KartKrunch. KartKrunch is an online food delivery start-up that does something different from other food delivery companies...
2156,ibtimes_india,"Using its flowercycling technology, the start-up has created 'Fleather', a flower-based substitute to animal leather. https://t.co/nqOLR6G08E"
2157,medtechonline,"'Start-up launches ""world\'s first smart bathmat""\n\nhttps://t.co/uBzkfJeiN2\n\n@BBalance #medtech #startups #smartbathmat https://t.co/P6aCMFndVE'"
2158,NachuralEvents,'Congratulations to our outstanding winner Indian Tavern for winning Business Start-up of The Year at The Nachural Summer Business Ball &amp; Awards 2021. #Nachbiz21 #winner #startup #business #entrepreneur #growth https://t.co/HsnbDHO1Em'
2159,o_kuehni,"'Das ""erlahmte linke Start-Up (Neff @NZZ)"
2160,lee_experience,'It is also what The Lee Experience seeks by supporting agricultural projects and food Industry through Promoting Entrepreneurship and Start-up Development Program in these sectors.'
2161,Feltetdk,'Cherie Pridham
2162,AppletreeFS,'Bezos-backed British logistics start-up Beacon lands £37m funding boost https://t.co/vZmW4hQbFt'
2163,BachRichieJones,'Bezos-backed British logistics start-up Beacon lands £37m funding boost https://t.co/d0Rr45DbFR'
2164,DASSINadiaH,'Une grande de femme
2165,shruti_tweeting,'Them: So only product people volunteer for @CreatorsOfProd?🤔\n\n@Sharad9Dubey: Hold my BSE tips 😎\n\nPS: We are most revered when our volunteering pool has peeps who bring new perspectives to community building &amp; start-up world\n\n&amp; we love to see them on TV every morning👏 https://t.co/MnaLwPkkm8'
2166,VonDorset,'Eine Schikane jagt die andere! \nSo entwickelt man neue
2167,RUEDidier,"'La ""start-up nation"" à Manu.\nÇa va se bousculer lors des appels d\'offres.\nEt à la fin Vinci triomphera ! (Veni"
2168,RealAmitShah,'Are you interested in learning more about the innovative recruitment practices that are changing the fintech start-up landscape? Choose your market and service type at the top of the page to learn more: https://t.co/M7ABcwqkfw via @peoplematters  \n\n#wealthmanagement #wealth #ai https://t.co/hkP1RQnaFr'
2169,anantkkumar,'A start-up that pays its people to keep a healthy Body Mass Index (BMI) https://t.co/lUp06gdKuG via @ThePrintIndia'
2170,fairenough11,'#BLU&gt;&gt;&gt;NFT Inv.--NFT Investments invests in Ethereum-based social network start-up\n\nhttps://t.co/p55sg0R4ts'
2171,DefoortConsult,'🦠🧀🥛Oleaginous yeast to make plant-based dairy creamier. An interesting innovation from newly founded start-up Cultivated Biosciences.\n\n#fermentation #plantbased #foodinnovation\n\nhttps://t.co/IBJkS1930d'
2172,Stiwdio_USW,Cardiff start-up Yeollo joins Tech Nation's latest fintech scale-up progamme https://t.co/kyRmgPEjl6
2173,worldbrandesign,'Símil Design - Brand Identity and Packaging Design for Barcelona Based Start-Up Food-Tech Company Heura \n.\nhttps://t.co/6XJ9PuGcN4\n.\n#food #agency #branddesign #brandidentity #packagingdesign #graphicdesign #designawards #worldbranddesign #WBDSAwards #wbds https://t.co/F5KriVFnRi'
2174,The_Mover_Mag,'DeliveryApp the Manchester-based tech start-up
2175,GazetteNPDC,La PME spécialisée dans la robotique\r a rejoint la shortlist des 15 PME et start-up qui concourent pour\r «incarner l'innovation et\r l'utilisation exemplaire de la propriété industrielle dans leur\r stratégie de développement». https://t.co/hLmp3vPaDr
2176,holmusk,'Are you a start-up or a researcher working in mental health? Apply for the NeuroBlu Award
2177,Stew,@ORCID_Org If you've somehow managed to get to $200k revenue as a scholarly start-up then ORCID would be 5% of your running costs. $10k is a server cluster for a year
2178,kidrulit,'The Covid-19 pandemic has nearly instantly and dramatically pivoted the priorities the way start-up founders
2179,thegoldcoasthub,'Join fellow members and like-minded business owners
2180,LesEchos,'Pytheas
2181,techxtile_,'TechXtile Start-Up Challenge’a Kimler Katılabilir?\n\nTürkiye Cumhuriyeti vatandaşı
2182,TeamIsraelSUN,'Dan knows how it is:\n\n‘The last one’\n\nNo more easy spins after today’s coffee ride
2183,DevAsService,'@codewithibrahim I have 12 half-functional and maybe around 5 with just the basic start-up code. 😂'
2184,businessinfocus,Cardiff start-up @Yeollopay joins Tech Nation's latest #fintech  scale-up progamme https://t.co/LKpmWwCIIu
2185,atomico,'Today
2186,akshayyiyer,'Startup Idea?\n\nGo! Start-up.💫'
2187,PropertyOwlNest,'How a Melbourne-based start-up is simplifying property management https://t.co/OpfMS1hcqJ'
2188,OfficialLindo_N,'@Mashstartup Really love the lecture on how to start a start-up
2189,ArnaudPo,Comment réorienter l'épargne des Français vers les start-up https://t.co/0jtDcVVUeZ #startup #investment
2190,doellrachman,'Beberapa hari yg lalu blg ke Febby kalau lg nggk tertarik sama drama macam start-up/hometown cha-cha-cha.\n\nDan hari ini baru aja namatin start-up dan udh nonton hometown cha-cha-cha sampai eps terbaru hanya dlm waktu 3 hari WKWK.\n\nHahahaha kocak'
2191,EMLYONIncub,"Bienvenue à la nouvelle promotion du programme Startup Camp ! 🚀9 porteurs de projets ont rejoint l'incubateur pour un programme intensif de 3 mois. L'objectif ? 🎯 Tester, ajuster et valider leur projet entrepreneurial pour poser les bases solides de leur start-up.👏 https://t.co/sGm53i3i6v"
2192,BIPolska,'Grupa Żabka tworzy start-up Lite e-Commerce i zapowiada wejście na rynek q-commerce https://t.co/KDjC1r16V7 https://t.co/MFclFiKrgI'
2193,JunkyardOf,"'@SLEpunkz @BadMaryBand @HeadWalt @ToughOnFridays @adairmurphy1 @DitseaYella @PrintBand @zeropointprojx @kokober16 @O2theband @SZDBand @SHOCKLORE1 @RadioSle Brian Eno on the spec for the Microsoft start-up music:\n""We want a piece of music that is inspiring"
2194,bizcommunityit,"Social Media Soccer presenta Up Soccer NTT DATA, la start-up competition per l'innovazione nel calcio #social https://t.co/bQ1ztMfc8G"
2195,UOCuniversidad,'💶 La start-up @SeniorDOMO_
2196,ImpactCEE,'Ruszyła rejestracja na Start-up Day – event
2197,HotelValaudran,"'OPEN TOURISME LAB lance son appel à candidatures pour sa nouvelle promotion de startup TOURISME 2022\n\nCoup d\'envoi des candidatures pour le programme d\'accélération “XXL by OTL"". Wanted\xa0: des start-up résilientes"
2198,ModyGandega2,"'Appel sur l\'actualité de RFI"" ko Emmanuel Macron est entrain de faire le sommet France-Afrique avec les start-up africains"
2199,RikusPokus_,'Dîtes @trudigoz
2200,CTOCraft,'TODAY @ 12.30pm~Join Us  📅 \n@AdrienAmsellem from @Improbableio joins @EzechiBritton from @impactxcapital to share learnings and answer questions on the workforce planning challenges that might exist through various stages of a start-up / scale-up.\n\nhttps://t.co/EkyHZ53ksj https://t.co/hCifaHHYyk'
2201,WomenInDevOps,'Top tips for female start-up founders from accelerateHER CEO.\nVisit our website and join our community for more news and important conversation about women in tech! Click here: https://t.co/cONgylobwO \nhttps://t.co/9455hOzlO0'
2202,Andreas61182296,'@antonrainer @derspiegel @gorillasapp @AdrianBreda @yasyueksel Schöne neue digitale Start-up Welt 😂'
2203,XForces,'The\xa0Business Start-Up Skills course on 29th-30th November enables members of the military community to start &amp; sustain a business. The workshop takes a deep-dive into your business plan
2204,LaetitiaMendes3,"👉 Notre client, start-up de la tech en fort développement en France et à l'international, recherche un Data Privacy Director F/H. \n\nN'hésitez pas à postuler ou partager ! 📌\n\n#MorganPhilipsExecutiveSearch #MorganPhilipsGroup #emploi #recrutement #job  https://t.co/1ciWWjpvbM"
2205,Centre63kirkby,"THANK YOU LIVV HOUSING!\n\nThank you to LIVV housing, who have donated £500 to the YES Project from their People's Fund.  \nThis will be used to purchase small start-up kitchen items for the clients we support on Tenancy support with LIVV Housing.  \n\nhttps://t.co/jQAJcHnU5Z"
2206,CIIEvents,'Learn about the journey of becoming a global unicorn from a start-up from Mr. Rahul Garg
2207,lukabiotech,"WE'RE HIRING a CEO for a female-lead, 'sex-positive' #Femtech #Sextech Start-up in Barcelona https://t.co/DRECGxGHA4 https://t.co/FKXJczo3vQ"
2208,TWB_Biotech,'📰INTERVIEW of Olivier Rolland
2209,BatteryShow_EU,'BMW i Ventures has invested in the start-up Lilac Solutions
2210,_ThirdSide_,'@BuoyPlunger Now that is a fair critique... ok
2211,Access2Business,"Part 1\n📅Wednesday 13th October\n⏰9:30am - 11:30am\nPart 2\n📅Thursday 14th October\n⏰9:30am - 11:30am\nPerfect for SME's and start-up businesses, register with us for free and gain access to the secrets of growing your business."
2212,RaleighDST,'Want to start a small business? Need a business plan? \xa0Is start-up funding an obstacle? \xa0Struggling with building an enticing website or social media presence? WE’VE GOT YOU! https://t.co/mHK44UaUgJ'
2213,UOCuniversidad,'🏆💡 @opground gana el premio a la mejor start-up de BNEW Talent en la @BnewWeek.\n\n🤖💼Opground es un sistema de #IA que saca conclusiones de las entrevistas laborales y fue finalista de la novena edición del #SpinUOC.\n\nhttps://t.co/kLEhriZzcW\n\n#BNEW2021 #hubbikUOC #researchUOC https://t.co/UBIagI2TGf'
2214,getsubly,"Meet Ivan, our Software Engineer 🧑🏼\u200d💻\n\nEven before Ivan joined the start-up life, he's been a real risk-taker!\nAt 13, he biked 300km in 2 days 🚵\u200d♀️\n\nWant to join a growing start-up team? Check out the latest position at Subly on our website 👇\nhttps://t.co/qWb93lsuaM https://t.co/ijTF67gEtt"
2215,future_of_AI,'MAB Robotics – Start-Up Profile – Value Drivers Strong for Tunnel Inspection Using Quadrupeds https://t.co/2vK8Xa8HUo #AI #Robotics #robots via @RoboticBusiness'
2216,BeecherMadden,'Sternum
2217,impulse_labs,'🚀 [Opportunités Start-up] // Prolongement - Appel à solutions // Start-up vous proposez des solutions dans le domaine de la Smart City ?\n\n🙌 Le Catalyseur recherche des solutions !\n\nPlus d’infos et inscription ici ➡ https://t.co/sIMsB8fvgP'
2218,epstallard,'Great week at @south_summit in #Madrid. I’m impressed by the innovation coming from Spain and especially excited for @symba_io
2219,StartUpbot4,'〜Start-upの家族紹介〜\n【navigate】\n6thアルバムCOSMIC EXPLORERの1曲目。\n何が何でも曲Cosmic exploreの導入曲である。\n宇宙がテーマの同アルバムで世界観を一気に作り上げる。'
2220,Stevenjosem1,'@kunalb11 You meant working for a start-up ?. I thought investing in it.'
2221,inbrabant_nl,'De start-up DENS wil overal ter wereld emissievrij hernieuwbare energie leveren. Door elektriciteit op te wekken uit mierenzuur zal de energietransitie in de toekomst worden versneld. Lees meer via 👉🏼 https://t.co/dCIZUyKjoL #inBrabant #innovatie #mierenzuur @TUeindhoven https://t.co/kCC72UsS1F'
2222,eurojournalENG,'Metabolic care start-up Twin Health scores $140M and other digital health\xa0fundings https://t.co/8z8VmvQOxg'
2223,UOCuniversitat,🏆💡 @opground guanya el premi a la millor start-up de BNEW Talent a la @BnewWeek.\n\n🤖💼Opground és un sistema d'#IA que treu conclusions de les entrevistes laborals i va ser finalista de la novena edició de l'#SpinUOC \n\nhttps://t.co/xAx1yG0ggG\n\n#BNEW2021 #researchUOC #hubbikUOC https://t.co/z3tJ6goGpa
2224,SalesforceFR,'#BringTogether Plus de diversité dans la tech ? C\'est ce que souhaite @cedric_o
2225,MeSanjayy,"Amidst heartbreaking stories, here's a hopeful and positive story.\n\nActor Alia Bhatt becomes the investor in IIT Kanpur backed start-up. Read this story by @rmulko https://t.co/GAEYomAOop"
2226,jmicoaching,'As the author of a fascinating book called From Start-Up to Grown-Up
2227,audiumcp,'Saudi FoodTech start-up Siwar raises $7.5m in funding round https://t.co/xN3SoJU0YG'
2228,GemasSolutions,'@DailyMonitor The business environment is start-up friendly.'
2229,ietp_,'Finance 2 scale-up : comment financer la croissance de ma start-up ?\nPrésentation d’outils disponibles pour financer le scale up d’une start-up avec un format “discussion entre pairs”\nRetour d’expérience sur le Fonds d’amorçage Digital Africa avec @jhajdenberg https://t.co/DdwzyMX0Z6'
2230,antonrainer,'Was bei @gorillasapp gerade passiert
2231,dehubinitiative,'Der Logistics Hub Hamburg und der Mobility Hub München haben gemeinsam die Start-up Area des ITS World Congress organisiert. Über 40 Start-ups präsentieren sich mit Ständen
2232,InnoOriginsNL,'Meer duurzaamheid in de wielerwereld? De veelbelovende start-up Velor Cycling
2233,UoBrisCareers,"The New Enterprise Competition has launched for 2021! \n\nWe're celebrating entrepreneurship by opening the Ideas stage. 💡\n\nWith no ideas too big or too small, if you have a start-up idea you want to take to the next level, apply now to win up to £200. 💰\n\nhttps://t.co/UkWk0qaD0i https://t.co/1yvVfs3yRB"
2234,kent_biz,Our Next 'Business Start-up' Special Show Guests: Lisa Young Let's Do Business Group @ldbgroup &amp; Amy J France 'More Tasty Crumbs' @MrsAJFrance. Join us and our co-host Lynette Wood - 2pm Monday 11th. #Kent #Business; \nhttps://t.co/jH6FWjLwHD https://t.co/7qrJp4aX0j
2235,_LondonCalling_,'Euan Blair
2236,ma7moudnabilr,'Were about higher Russian exports through Ukraine and promises that if Europe allows for early NS2 start-up this will alleviate the situation. This will most probably not happen though. Still $35.6/mmbtu equates to $207 boe so market is definitely too tigh for comfort.'
2237,Anesthesia_37,ชั้นโฟกัสฟามนุ่มฟูของพี่ซอนโฮมากเกินไปจนลืมไปเลยว่า He's so damn hot in start-up
2238,thegrowingclub,'Our bespoke online training hub for #WomenInBusiness is accessible wherever you are located &amp; starts soon!\n\n🌱 Roots &amp; Shoots is our start-up course\n\U0001fab4 Bloom &amp; Grow is for sustainable biz growth\n\nFull #PeerSupport at your own pace each month.\n\nBook now  ➡️ https://t.co/rPq6MaJ1SU https://t.co/MtjaVMTnHp'
2239,InnoOrigins,'More sustainability in the cycling world? The promising start-up Velor Cycling on the Dutch Brightlands Campus is making a contribution with bicycle clothing made from recycled PET bottles.\nhttps://t.co/a2eGz37ACY'
2240,hoph_ffm,"'Rückblick #JTHoP21: ""BioNTech - Vom Start-up zum deutschen Tesla""\nWir bedanken uns bei Prof. Dr. Ugur Sahin"
2241,founderiocom,'Neues #Startup: Ocean Oechnology | Das Start-Up beschäftigt sich mit Unterwasser Technologien AUV (Autonome Unterwasserfahrzeuge) und ROV (Tauch-Roboter)so wie Tauchbooten und Innovativen elek...\nZum Profil: https://t.co/HJYMXZ7XPB https://t.co/a2YcMTiBXP'
2242,TeamIsraelSUN,'- Martin praises “family atmosphere at ISN”\n- Adams: “Pro cycling will miss your signature courageous racing style”\n\nRead about Dan before the last race of his career Saturday
2243,TeamIsraelSUN,"A TRIBUTE TO DAN MARTIN (1/2):\n\n@DanMartin86 will ride his last professional race on Saturday, October 9 - #ILombardia...\n\n- “Never been about the results, but the performance and enjoyment” \n- ISN's rider has won stages in all three Grand Tours\n\nRead: https://t.co/AnJwRJmArH https://t.co/1VGYFIQ7Ee"
2244,MegaCruzes,Moi aussi je peux dire que des structures qui n'ont rien à voir avec la french tech sont un angle mort.\n\nLe club de tennis de St Germain en Laye : angle mort des start-up
